Strain	0	1	2	3	4	5
USA/NY-WCM-0156-1-N/2020	102	6	2	2	2	2
USA/NY-WCM-0172-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0175-1-P/2020	11	10	7	7	6	1
USA/NY-WCM-0178-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0192-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0195-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0200-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0204-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0206-1-P/2020	70	59	50	42	2	2
USA/NY-WCM-0216-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0225-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0228-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0232-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0251-1-P/2020	9	8	2	2	2	2
USA/NY-WCM-0252-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0268-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0275-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0282-1-P/2020	70	59	50	42	2	2
USA/NY-WCM-0283-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0284-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0297-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0301-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0322-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0324-1-P/2020	11	10	7	7	6	1
USA/NY-WCM-0329-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0337-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0339-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0340-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0340-2-P/2020	44	37	29	24	2	2
USA/NY-WCM-0343-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0346-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0350-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0351-1-P/2020	57	47	39	32	2	2
USA/NY-WCM-0352-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0354-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0355-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0358-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0359-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0360-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0364-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0366-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0367-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0368-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0371-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0372-1-P/2020	57	47	39	32	2	2
USA/NY-WCM-0376-1-N/2020	103	89	78	8	2	2
USA/NY-WCM-0385-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0386-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0397-1-P/2020	34	27	20	18	8	1
USA/NY-WCM-0398-1-P/2020	97	84	74	61	2	2
USA/NY-WCM-0399-1-P/2020	97	84	74	61	2	2
USA/NY-WCM-0416-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0427-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0428-1-P/2020	103	89	78	8	2	2
USA/NY-WCM-0433-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0438-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0442-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0449-1-P/2020	68	57	49	41	2	2
USA/NY-WCM-0461-1-N/2020	11	10	7	7	6	1
USA/NY-WCM-0481-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0481-2-P/2020	7	6	2	2	2	2
USA/NY-WCM-0490-1-P/2020	11	10	7	7	6	1
USA/NY-WCM-0509-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0512-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0514-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0522-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0531-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0533-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0539-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0542-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0556-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0558-1-N/2020	57	47	39	32	2	2
USA/NY-WCM-0563-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0576-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0583-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0585-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0586-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0588-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0592-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0592-2-P/2020	7	6	2	2	2	2
USA/NY-WCM-0598-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0599-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0602-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0603-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0604-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0605-1-P/2020	34	27	20	18	8	1
USA/NY-WCM-0606-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0608-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0609-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0610-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0612-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0614-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0615-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0619-1-N/2020	7	6	2	2	2	2
USA/NY-WCM-0622-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0625-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0626-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0631-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0632-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0635-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0637-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0638-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0639-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0639-2-P/2020	7	6	2	2	2	2
USA/NY-WCM-0642-1-P/2020	104	90	79	8	2	2
USA/NY-WCM-0643-1-P/2020	24	8	2	2	2	2
USA/NY-WCM-0644-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0645-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0646-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0649-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0650-1-P/2020	9	8	2	2	2	2
USA/NY-WCM-0652-1-P/2020	57	47	39	32	2	2
USA/NY-WCM-0653-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0653-2-P/2020	7	6	2	2	2	2
USA/NY-WCM-0656-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0658-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0660-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0662-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0663-1-P/2020	13	3	3	3	3	2
USA/NY-WCM-0665-1-P/2020	7	6	2	2	2	2
USA/NY-WCM-0667-1-P/2020	9	8	2	2	2	2
USA/NY-WCM-0668-1-P/2020	7	6	2	2	2	2
USA/NY-WCMP10A02P/2020	7	6	2	2	2	2
USA/NY-WCMP10A05P/2020	7	6	2	2	2	2
USA/NY-WCMP10A06P/2020	7	6	2	2	2	2
USA/NY-WCMP10A12P/2020	7	6	2	2	2	2
USA/NY-WCMP10B03P/2020	7	6	2	2	2	2
USA/NY-WCMP10B07N/2020	7	6	2	2	2	2
USA/NY-WCMP10B08P/2020	7	6	2	2	2	2
USA/NY-WCMP10B11P/2020	104	90	79	8	2	2
USA/NY-WCMP10B12P/2020	7	6	2	2	2	2
USA/NY-WCMP10C03P/2020	44	37	29	24	2	2
USA/NY-WCMP10C04P/2020	7	6	2	2	2	2
USA/NY-WCMP10C09P/2020	24	8	2	2	2	2
USA/NY-WCMP10C11P/2020	24	8	2	2	2	2
USA/NY-WCMP10D06P/2020	7	6	2	2	2	2
USA/NY-WCMP10D09P/2020	7	6	2	2	2	2
USA/NY-WCMP10D11P/2020	7	6	2	2	2	2
USA/NY-WCMP10E02P/2020	7	6	2	2	2	2
USA/NY-WCMP10E06P/2020	7	6	2	2	2	2
USA/NY-WCMP10E07P/2020	7	6	2	2	2	2
USA/NY-WCMP10F04P/2020	24	8	2	2	2	2
USA/NY-WCMP10F06P/2020	7	6	2	2	2	2
USA/NY-WCMP10F09P/2020	7	6	2	2	2	2
USA/NY-WCMP10F10P/2020	7	6	2	2	2	2
USA/NY-WCMP10G05P/2020	7	6	2	2	2	2
USA/NY-WCMP10G06P/2020	13	3	3	3	3	2
USA/NY-WCMP10G10P/2020	7	6	2	2	2	2
USA/NY-WCMP10G11P/2020	7	6	2	2	2	2
USA/NY-WCMP10H01P/2020	7	6	2	2	2	2
USA/NY-WCMP10H04P/2020	7	6	2	2	2	2
USA/NY-WCMP10H08P/2020	24	8	2	2	2	2
USA/NY-WCMP2C03P/2020	7	6	2	2	2	2
USA/NY-WCMP2D02P/2020	11	10	7	7	6	1
USA/NY-WCMP2D04P/2020	9	8	2	2	2	2
USA/NY-WCMP2H03P/2020	7	6	2	2	2	2
USA/NY-WCMP3E02P/2020	7	6	2	2	2	2
USA/NY-WCMP4A02N/2020	11	10	7	7	6	1
USA/NY-WCMP4B06P/2020	7	6	2	2	2	2
USA/NY-WCMP4C01P/2020	7	6	2	2	2	2
USA/NY-WCMP4C02N/2020	7	6	2	2	2	2
USA/NY-WCMP4D01P/2020	7	6	2	2	2	2
USA/NY-WCMP4D04P/2020	11	10	7	7	6	1
USA/NY-WCMP4E05P/2020	7	6	2	2	2	2
USA/NY-WCMP4G04P/2020	7	6	2	2	2	2
USA/NY-WCMP4H03P/2020	7	6	2	2	2	2
USA/NY-WCMP5F01P/2020	7	6	2	2	2	2
USA/NY-WCMP5G03P/2020	13	3	3	3	3	2
USA/NY-WCMP5H02P/2020	7	6	2	2	2	2
USA/NY-WCMP5H03P/2020	13	3	3	3	3	2
USA/NY-WCMP9A05P/2020	11	10	7	7	6	1
USA/NY-WCMP9A08P/2020	24	8	2	2	2	2
USA/NY-WCMP9B05P/2020	7	6	2	2	2	2
USA/NY-WCMP9B06P/2020	57	47	39	32	2	2
USA/NY-WCMP9B08P/2020	7	6	2	2	2	2
USA/NY-WCMP9B09P/2020	7	6	2	2	2	2
USA/NY-WCMP9D03P/2020	7	6	2	2	2	2
USA/NY-WCMP9E04P/2020	7	6	2	2	2	2
USA/NY-WCMP9G04P/2020	24	8	2	2	2	2
USA/NY-Wadsworth-013081-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10131-01/2020	20	9	6	6	5	2
USA/NY-Wadsworth-10492-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10493-02/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10495-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10496-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10528-01/2020	105	91	80	64	2	2
USA/NY-Wadsworth-10683-01/2020	38	31	24	21	9	2
USA/NY-Wadsworth-10690-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10695-01/2020	105	91	80	64	2	2
USA/NY-Wadsworth-10703-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10704-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10707-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10713-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10715-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10935-01/2020	105	91	80	64	2	2
USA/NY-Wadsworth-10955-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10957-02/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10958-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-10999-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11000-01/2020	38	31	24	21	9	2
USA/NY-Wadsworth-11003-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11017-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11086-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11171-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11180-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11190-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11191-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11202-01/2020	24	8	2	2	2	2
USA/NY-Wadsworth-11205-01/2020	24	8	2	2	2	2
USA/NY-Wadsworth-11207-01/2020	24	8	2	2	2	2
USA/NY-Wadsworth-11244-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11245-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11249-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11284-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11291-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11330-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11344-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11353-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11354-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11379-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11380-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11460-01/2020	38	31	24	21	9	2
USA/NY-Wadsworth-11509-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11513-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11537-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11538-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11612-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11661-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11666-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11679-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11681-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11690-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11717-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11719-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11735-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11736-02/2020	7	6	2	2	2	2
USA/NY-Wadsworth-11789-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-12211-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-12437-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-12669-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-12692-01/2020	105	91	80	64	2	2
USA/NY-Wadsworth-12767-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-12806-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-12813-01/2020	105	91	80	64	2	2
USA/NY-Wadsworth-12824-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-12848-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-12883-02/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13245-01/2020	106	92	81	65	18	2
USA/NY-Wadsworth-13260-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13288-01/2020	13	3	3	3	3	2
USA/NY-Wadsworth-13391-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13459-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13468-02/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13894-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13903-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13904-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13972-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-13977-01/2020	11	10	7	7	6	1
USA/NY-Wadsworth-13978-01/2020	24	8	2	2	2	2
USA/NY-Wadsworth-14203-01/2020	11	10	7	7	6	1
USA/NY-Wadsworth-14368-01/2020	9	8	2	2	2	2
USA/NY-Wadsworth-14380-01/2020	34	27	20	18	8	1
USA/NY-Wadsworth-14419-01/2020	34	27	20	18	8	1
USA/NY-Wadsworth-14422-01/2020	107	93	82	66	2	2
USA/NY-Wadsworth-14427-04/2020	24	8	2	2	2	2
USA/NY-Wadsworth-144455-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-14524-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-14726-02/2020	38	31	24	21	9	2
USA/NY-Wadsworth-14811-01/2020	11	10	7	7	6	1
USA/NY-Wadsworth-15538-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-15616-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-16004-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-16080-01/2020	9	8	2	2	2	2
USA/NY-Wadsworth-16084-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-16115-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-16166-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-16175-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-16217-02/2020	11	10	7	7	6	1
USA/NY-Wadsworth-16307-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-16480-01/2020	57	47	39	32	2	2
USA/NY-Wadsworth-16555-01/2020	9	8	2	2	2	2
USA/NY-Wadsworth-16600-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-16833-01/2020	7	6	2	2	2	2
USA/NY-Wadsworth-18534-01/2020	108	94	83	8	2	2
USA/NY1-PV08001/2020	20	9	6	6	5	2
USA/NY2-PV08100/2020	73	7	5	5	4	1
USA/NY_1922/2020	7	6	2	2	2	2
USA/NY_2929/2020	7	6	2	2	2	2
USA/OH-MDHHS-SC20370/2020	9	8	2	2	2	2
USA/OH-ODH-SC149737/2020	44	37	29	24	2	2
USA/OH-ODH-SC20898/2020	24	8	2	2	2	2
USA/OH-ODH-SC20898RT/2020	24	8	2	2	2	2
USA/OH-ODH-SC20900/2020	24	8	2	2	2	2
USA/OH-ODH-SC20902/2020	7	6	2	2	2	2
USA/OH-ODH-SC21047/2020	7	6	2	2	2	2
USA/OH-PLMI-J48PD-5273/2020	1	1	1	1	1	1
USA/OH-PLMI-J48PD-5372/2020	70	59	50	42	2	2
USA/OH-PLMI-J48PD-5453/2020	70	59	50	42	2	2
USA/OH-PLMI-J49YP-3173/2020	9	8	2	2	2	2
USA/OH-PLMI-J49YP-5476/2020	9	8	2	2	2	2
USA/OH-PLMI-J49YP-5477/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-2213/2020	11	10	7	7	6	1
USA/OH-PLMI-J4BFF-5171/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5172/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5173/2020	38	31	24	21	9	2
USA/OH-PLMI-J4BFF-5174/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5175/2020	24	8	2	2	2	2
USA/OH-PLMI-J4BFF-5176/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5177/2020	34	27	20	18	8	1
USA/OH-PLMI-J4BFF-5178/2020	70	59	50	42	2	2
USA/OH-PLMI-J4BFF-5181/2020	9	8	2	2	2	2
USA/OH-PLMI-J4BFF-5182/2020	24	8	2	2	2	2
USA/OH-PLMI-J4BFF-5183/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5184/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5185/2020	38	31	24	21	9	2
USA/OH-PLMI-J4BFF-5186/2020	24	8	2	2	2	2
USA/OH-PLMI-J4BFF-5187/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5188/2020	24	8	2	2	2	2
USA/OH-PLMI-J4BFF-5211/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5212/2020	24	8	2	2	2	2
USA/OH-PLMI-J4BFF-5213/2020	34	27	20	18	8	1
USA/OH-PLMI-J4BFF-5214/2020	38	31	24	21	9	2
USA/OH-PLMI-J4BFF-5215/2020	75	63	54	45	2	2
USA/OH-PLMI-J4BFF-5216/2020	75	63	54	45	2	2
USA/OH-PLMI-J4BFF-5217/2020	24	8	2	2	2	2
USA/OH-PLMI-J4BFF-5218/2020	24	8	2	2	2	2
USA/OH-PLMI-J4BFF-5222/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5223/2020	9	8	2	2	2	2
USA/OH-PLMI-J4BFF-5224/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5225/2020	34	27	20	18	8	1
USA/OH-PLMI-J4BFF-5226/2020	11	10	7	7	6	1
USA/OH-PLMI-J4BFF-5227/2020	38	31	24	21	9	2
USA/OH-PLMI-J4BFF-5228/2020	34	27	20	18	8	1
USA/OH-PLMI-J4BFF-5231/2020	34	27	20	18	8	1
USA/OH-PLMI-J4BFF-5232/2020	1	1	1	1	1	1
USA/OH-PLMI-J4BFF-5233/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5234/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5235/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5236/2020	38	31	24	21	9	2
USA/OH-PLMI-J4BFF-5237/2020	24	8	2	2	2	2
USA/OH-PLMI-J4BFF-5238/2020	9	8	2	2	2	2
USA/OH-PLMI-J4BFF-5241/2020	7	6	2	2	2	2
USA/OH-PLMI-J4BFF-5243/2020	38	31	24	21	9	2
USA/OH-PLMI-J4BFF-5244/2020	38	31	24	21	9	2
USA/OH-PLMI-J4BFF-5245/2020	34	27	20	18	8	1
USA/OH-PLMI-J4BFF-5246/2020	70	59	50	42	2	2
USA/OH-PLMI-J4BFF-5247/2020	1	1	1	1	1	1
USA/OH-PLMI-J6GLK-070/2020	7	6	2	2	2	2
USA/OH-PLMI-J6GLK-081/2020	70	59	50	42	2	2
USA/OH-PLMI-J6GLK-085/2020	7	6	2	2	2	2
USA/OH-PLMI-J6GLK-086/2020	7	6	2	2	2	2
USA/OH-PLMI-J6GLK-5248/2020	21	16	9	8	2	2
USA/OH-PLMI-J6GLK-5251/2020	106	92	81	65	18	2
USA/OH-PLMI-J6GLK-5252/2020	24	8	2	2	2	2
USA/OH-PLMI-J6GLK-5253/2020	7	6	2	2	2	2
USA/OH-PLMI-J6GLK-5254/2020	43	36	28	8	2	2
USA/OH-PLMI-J6GLK-5255/2020	9	8	2	2	2	2
USA/OH-PLMI-J6GLK-5256/2020	1	1	1	1	1	1
USA/OH-PLMI-J6GLK-5257/2020	1	1	1	1	1	1
USA/OH-PLMI-J6GLK-5258/2020	7	6	2	2	2	2
USA/OH-PLMI-J6GLK-5261/2020	1	1	1	1	1	1
USA/OH-PLMI-J6GLK-5262/2020	38	31	24	21	9	2
USA/OH-PLMI-J6GLK-5263/2020	38	31	24	21	9	2
USA/OH-PLMI-J6GLK-5264/2020	36	29	22	8	2	2
USA/OH-PLMI-J6GLK-5266/2020	24	8	2	2	2	2
USA/OH-PLMI-J6GLK-5267/2020	7	6	2	2	2	2
USA/OH-PLMI-J6GLK-5268/2020	9	8	2	2	2	2
USA/OH-PLMI-J6GLK-5271/2020	9	8	2	2	2	2
USA/OH-PLMI-J6GLK-5272/2020	9	8	2	2	2	2
USA/OH-PLMI-J6GLK-5274/2020	24	8	2	2	2	2
USA/OH-PLMI-J6GLK-5275/2020	1	1	1	1	1	1
USA/OH-PLMI-J6GLK-5276/2020	7	6	2	2	2	2
USA/OH-PLMI-J6GLK-5277/2020	9	8	2	2	2	2
USA/OH-PLMI-J6HBW-2154/2020	109	95	84	67	2	2
USA/OH-PLMI-J6HBW-2155/2020	7	6	2	2	2	2
USA/OH-PLMI-J6HBW-2167/2020	24	8	2	2	2	2
USA/OH-PLMI-J6HBW-2168/2020	70	59	50	42	2	2
USA/OH-PLMI-J6HBW-2174/2020	24	8	2	2	2	2
USA/OH-PLMI-J6HBW-2176/2020	24	8	2	2	2	2
USA/OH-PLMI-J6HBW-2177/2020	24	8	2	2	2	2
USA/OH-PLMI-J6HBW-473/2020	7	6	2	2	2	2
USA/OH-PLMI-J6HBW-476/2020	99	86	76	63	2	2
USA/OH-PLMI-J6HBW-478/2020	9	8	2	2	2	2
USA/OH-PLMI-J6JH6-041/2020	24	8	2	2	2	2
USA/OH-PLMI-J6JH6-045/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JH6-051/2020	75	63	54	45	2	2
USA/OH-PLMI-J6JH6-052/2020	110	96	46	38	2	2
USA/OH-PLMI-J6JH6-053/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JH6-054/2020	70	59	50	42	2	2
USA/OH-PLMI-J6JH6-059/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JH6-063/2020	9	8	2	2	2	2
USA/OH-PLMI-J6JJ7-5134/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5135/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5136/2020	9	8	2	2	2	2
USA/OH-PLMI-J6JJ7-5141/2020	38	31	24	21	9	2
USA/OH-PLMI-J6JJ7-5142/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5143/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5144/2020	109	95	84	67	2	2
USA/OH-PLMI-J6JJ7-5145/2020	24	8	2	2	2	2
USA/OH-PLMI-J6JJ7-5146/2020	24	8	2	2	2	2
USA/OH-PLMI-J6JJ7-5147/2020	110	96	46	38	2	2
USA/OH-PLMI-J6JJ7-5148/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5151/2020	26	19	12	11	2	2
USA/OH-PLMI-J6JJ7-5152/2020	92	79	69	8	2	2
USA/OH-PLMI-J6JJ7-5153/2020	9	8	2	2	2	2
USA/OH-PLMI-J6JJ7-5154/2020	1	1	1	1	1	1
USA/OH-PLMI-J6JJ7-5155/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5156/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5157/2020	34	27	20	18	8	1
USA/OH-PLMI-J6JJ7-5158/2020	75	63	54	45	2	2
USA/OH-PLMI-J6JJ7-5161/2020	1	1	1	1	1	1
USA/OH-PLMI-J6JJ7-5162/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5163/2020	1	1	1	1	1	1
USA/OH-PLMI-J6JJ7-5164/2020	70	59	50	42	2	2
USA/OH-PLMI-J6JJ7-5165/2020	7	6	2	2	2	2
USA/OH-PLMI-J6JJ7-5167/2020	9	8	2	2	2	2
USA/OH-PLMI-J6JJ7-5168/2020	7	6	2	2	2	2
USA/OH-QDX-2655/2020	9	8	2	2	2	2
USA/OH_0019/2020	24	8	2	2	2	2
USA/OH_0020/2020	24	8	2	2	2	2
USA/OH_0023/2020	7	6	2	2	2	2
USA/OK-QDX-93/2020	3	3	3	3	3	2
USA/OR-PROV-216/2020	111	97	85	68	19	2
USA/OR-UW-679/2020	7	6	2	2	2	2
USA/OR-UW135/2020	9	8	2	2	2	2
USA/OR_2656/2020	13	3	3	3	3	2
USA/OR_5430/2020	13	3	3	3	3	2
USA/PA-CDC-2908/2020	24	8	2	2	2	2
USA/PA-CDC-8397/2020	24	8	2	2	2	2
